??,??,??????????,?????????????,????????????,?????????,?????????,????????,?????????,???????,????,???????,??????,??????,????
??,????,??,??????,122076,???,???,???,2022-09-05,23,??????????,??????,40??,???,????
??,????,??,??????,122076,???,???,???,2022-09-15,19,???????????????????,???,20??,???,????
??,????,??,??????,122076,???,???,??,2020-01-08,09,??????????,???,50??,???,????
??,????,??,??????,122076,???,???,??,2022-01-04,08,???????????????????,??????,40??,???,????
??,????,??,??????,122076,???,???,??,2022-01-15,13,???,??????,40??,???,????
??,????,??,??????,122076,???,???,??,2022-02-19,07,???,??????,30??,???,????
??,????,??,??????,122076,???,???,??,2022-03-05,09,???,??????,10??,???,????
??,????,??,??????,122076,???,???,??,2022-05-05,23,???,??????,20??,???,????
??,????,??,??????,122076,???,???,??,2022-05-09,09,???,??????,50??,???,????
??,????,??,??????,122076,???,???,??,2022-05-19,23,??????,??????,30??,???,????
??,????,??,??????,122076,???,???,??,2022-06-26,16,???,???,65-69?,???,????
??,????,??,??????,122076,???,???,??,2022-06-30,18,??????,??????,20??,???,????
??,????,??,??????,122076,???,???,??,2022-07-12,07,??????,??????,50??,???,????
??,????,??,??????,122076,???,???,??,2022-07-24,18,???,???,20??,???,????
??,????,??,??????,122076,???,???,??,2022-07-28,07,??????,??????,20??,???,????
??,????,??,??????,122076,???,???,??,2022-08-10,15,??????,??????,30??,???,????
??,????,??,??????,122076,???,???,??,2022-08-12,17,???,???,30??,???,????
??,????,??,??????,122076,???,???,??,2022-09-03,18,???,???,20??,???,????
??,????,??,??????,122076,???,???,??,2022-10-07,10,???,??????,30??,???,????
??,????,??,??????,122076,???,???,??,2022-10-18,10,??????,??????,20??,???,????
??,????,??,??????,122076,???,???,??,2022-10-25,20,???,??????,30??,???,????
??,????,??,??????,122076,???,???,??,2022-11-02,10,??????,??????,20??,???,????
??,????,??,??????,122076,???,???,??,2022-11-09,14,??????,??????,10??,???,????
??,????,??,??????,122076,???,???,??,2022-11-27,12,??????,??????,10??,???,????
??,????,??,??????,122076,???,???,??,2022-01-01,05,???,???,70???,???,????
??,????,??,??????,122076,???,???,??,2022-01-27,13,???,???,20??,???,????
??,????,??,??????,122076,???,???,??,2022-01-27,18,??????????,??????,10??,???,????
??,????,??,??????,122076,???,???,??,2022-03-28,07,??????????,??????,30??,???,????
??,????,??,??????,122076,???,???,??,2022-04-05,09,???,??????,10??,???,????
??,????,??,??????,122076,???,???,??,2022-04-05,19,???,???,???????????,???????????,????
??,????,??,??????,122076,???,???,??,2022-04-18,17,???,??????,20??,???,????
??,????,??,??????,122076,???,???,??,2022-04-29,06,??????,??????,10??,???,????
??,????,??,??????,122076,???,???,??,2022-05-19,07,??????,??????,30??,???,????
??,????,??,??????,122076,???,???,??,2022-08-13,15,???????????????????,???,20??,???,????
??,????,??,??????,122076,???,???,??,2022-08-30,11,??????,??????,40??,???,????
??,????,??,??????,122076,???,???,??,2022-09-05,09,??????,??????,20??,???,????
??,????,??,??????,122076,???,???,??,2022-09-15,20,???,??????,30??,???,????
??,????,??,??????,122076,???,???,??,2022-09-16,10,???,??????,70???,???,????
??,????,??,??????,122076,???,???,??,2022-09-17,09,??????,??????,20??,???,????
??,????,??,??????,122076,???,???,??,2022-09-20,16,??????,??????,10??,???,????
??,????,??,??????,122076,???,???,??,2022-09-22,11,??????,??????,20??,???,????
??,????,??,??????,122076,???,???,??,2022-10-02,15,??????,??????,20??,???,????
??,????,??,??????,122076,???,???,??,2022-10-18,08,??????,??????,10??,???,????
??,????,??,??????,122076,???,???,??,2022-10-24,13,???,??????,20??,???,????
??,????,??,??????,122076,???,???,??,2022-11-18,18,??????,??????,20??,???,????
??,????,??,?????,122076,???,???,????,2022-07-05,12,??????????,???,70???,???,????
??,????,??,?????,122076,???,???,????,2022-07-30,00,???,??????,10??,???,????
??,????,??,?????,122076,???,???,???,2022-06-04,11,??????????,??????,65-69?,???,????
??,????,??,?????,122076,???,???,???,2022-10-14,21,??????????,???,10??,???,????
??,????,??,?????,122076,???,???,??????,2022-09-06,20,??????????,??????,40??,???,????
??,????,??,?????,122076,???,???,???,2022-01-20,13,???,???,30??,???,????
??,????,??,?????,122076,???,???,???,2022-09-10,13,???,???,40??,???,????
??,????,??,?????,122076,???,???,???,2022-10-29,19,?????,???,10??,???,????
??,????,??,?????,122076,???,???,??????,2022-07-18,16,???????????????????,??????,30??,???,????
??,????,??,?????,122076,???,???,??????,2022-03-01,08,???,???,20??,???,????
??,????,??,?????,122076,???,???,??????,2022-02-05,18,?????,??????,20??,???,????
??,????,??,?????,122076,???,???,??????,2022-12-07,08,???,???,10??,???,????
??,????,??,????,122076,???,???,???,2022-01-02,11,??????,??????,40??,???,????
??,????,??,????,122076,???,???,???,2022-01-08,07,??????,??????,30??,???,????
??,????,??,????,122076,???,???,???,2022-02-05,09,??????,??????,50??,???,????
??,????,??,????,122076,???,???,???,2022-03-31,11,??????,??????,10??,???,????
??,????,??,????,122076,???,???,???,2022-04-12,11,??????,??????,30??,???,????
??,????,??,????,122076,???,???,???,2022-04-14,09,??????,??????,20??,???,????
??,????,??,????,122076,???,???,???,2022-05-14,09,??????,??????,10??,???,????
??,????,??,????,122076,???,???,???,2022-06-17,20,???????????????????,??????,30??,???,????
??,????,??,????,122076,???,???,???,2022-07-09,21,??????????,??????,40??,???,????
??,????,??,????,122076,???,???,???,2022-08-07,11,??????,??????,20??,???,????
??,????,??,????,122076,???,???,???,2022-08-17,14,??????,??????,10??,???,????
??,????,??,????,122076,???,???,???,2022-09-28,07,??????,??????,10??,???,????
??,????,??,????,122076,???,???,???,2022-10-09,15,??????,??????,10??,???,????
??,????,??,????,122076,???,???,???,2022-11-22,13,???,??????,50??,???,????
??,????,??,????,122076,???,???,???,2022-12-07,07,??????,??????,30??,???,????
??,????,??,????,122076,???,???,???,2022-08-29,15,???,??????,50??,???,????
??,????,??,????,122076,???,???,??????,2022-04-11,06,?????,???,20??,???,????
??,????,??,????,122076,???,???,??????,2022-06-17,05,???,???,70???,???,????
??,????,??,????,122076,???,???,??????,2022-08-26,23,???????????????????,???,30??,???,????
??,????,??,????,122076,???,???,??????,2022-11-18,18,?????,???,50??,???,????
??,????,??,????,122076,???,???,??????,??,??,?????,??????,40??,???,????
??,????,??,????,122076,???,???,?????,2022-09-13,22,???,???,50??,???,????
??,????,??,????,122076,???,???,?????,2022-08-02,21,???????????????????,???,20??,???,????
??,????,??,????,122076,???,???,?????,2021-12-13,14,??????????,??????,20??,???,????
??,????,??,????,122076,???,???,?????,2022-08-27,22,?????,???,20??,???,????
??,????,??,????,122076,???,???,?????,??,??,??????????,??????,10??,???,????
??,????,??,????,122076,???,???,?????,2022-04-04,19,?????,???,30??,???,????
??,????,??,????,122076,???,???,??????,2022-07-07,22,???,??????,10??,???,????
??,????,??,????,122076,???,???,??,2022-10-17,13,??????????,??????,20??,???,????
??,????,??,????,122076,???,???,?????,2022-08-01,10,???????????????????,???,30??,???,????
??,????,??,????,122076,???,???,?????,2022-10-28,23,?????,???,50??,???,????
??,????,??,????,122076,???,???,?????,2022-11-30,12,???????????????????,??????,20??,???,????
??,????,??,????,122076,???,???,??,2022-03-12,11,??????????,??????,30??,???,????
??,????,??,????,122076,???,???,???,2022-04-14,20,?????,???,40??,???,????
??,????,??,????,122076,???,???,???,2022-07-05,07,?????,??????,40??,???,????
??,????,??,????,122076,???,???,???,2022-08-26,18,?????,??????,10???,???,????
??,????,??,????,122076,???,???,??,2022-05-16,17,???????????????????,??????,50??,???,????
??,????,??,????,122076,???,???,??,2022-10-30,17,???????????????????,???,10??,???,????
??,????,??,????,122076,???,???,???,2022-01-27,19,???,???,20??,???,????
??,????,??,????,122076,???,???,???,2022-03-04,12,??????,??????,10??,???,????
??,????,??,????,122076,???,???,???,2022-08-27,18,??????,??????,20??,???,????
??,????,??,????,122076,???,???,???,2022-11-30,21,???,??????,20??,???,????
??,????,??,????,122076,???,???,?????,2022-05-12,19,??????,??????,10??,???,????
??,????,??,????,122076,???,???,?????,2022-05-02,10,??????????,??????,50??,???,????
??,????,??,????,122076,???,???,?????,2022-05-03,12,??????,??????,10??,???,????
??,????,??,????,122076,???,???,???,2022-11-08,17,???,??????,20??,???,????
??,????,??,????,122076,???,???,????,2022-02-05,13,???,???,20??,???,????
??,????,??,????,122076,???,???,????,2022-02-07,11,???,??????,40??,???,????
??,????,??,????,122076,???,???,????,2022-02-17,17,???,??????,10??,???,????
??,????,??,????,122076,???,???,????,2022-03-18,12,???,??????,10??,???,????
??,????,??,????,122076,???,???,????,2022-03-24,21,?????,??????,10??,???,????
??,????,??,????,122076,???,???,????,2022-06-01,12,???,??????,50??,???,????
??,????,??,????,122076,???,???,????,2022-06-18,16,???????????????????,???,30??,???,????
??,????,??,????,122076,???,???,????,2022-11-18,01,?????,???,20??,???,????
??,????,??,????,122076,???,???,?????,2022-05-09,17,??????,??????,10??,???,????
??,????,??,????,122076,???,???,?????,2022-11-06,12,??????????,??????,40??,???,????
??,????,??,????,122076,???,???,?????,2022-06-05,08,???,???,70???,???,????
??,????,??,????,122076,???,???,?????,2022-06-06,22,?????,??????,20??,???,????
??,????,??,????,122076,???,???,?????,2022-01-08,14,???????????????????,??????,20??,???,????
??,????,??,?????,122076,???,???,??????,2022-02-17,08,???,???,20??,???,????
??,????,??,?????,122076,???,???,??????,2022-06-10,12,???????????????????,??????,30??,???,????
??,????,??,?????,122076,???,???,??????,2022-03-06,11,??????,??????,30??,???,????
??,????,??,?????,122076,???,???,??????,2019-04-06,16,??????????,???,30??,???,????
??,????,??,?????,122076,???,???,??????,2022-03-28,22,??????????,??????,20??,???,????
??,????,??,?????,122076,???,???,??????,2022-05-14,12,??????????,??????,30??,???,????
??,????,??,?????,122076,???,???,??????,2022-05-30,07,??????,??????,30??,???,????
??,????,??,?????,122076,???,???,??????,2022-07-12,10,???,??????,65-69?,???,????
??,????,??,?????,122076,???,???,??????,2022-08-14,09,???,???,60-64?,???,????
??,????,??,?????,122076,???,???,??????,2022-09-30,23,???????????????????,??????,30??,???,????
??,????,??,?????,122076,???,???,??????,2022-11-10,10,???,??????,70???,???,????
??,????,??,?????,122076,???,???,?????,2022-03-12,16,???????????????????,???,65-69?,???,????
??,????,??,?????,122076,???,???,?????,2022-04-02,11,??????????,??????,65-69?,???,????
??,????,??,?????,122076,???,???,?????,2022-04-16,20,??????,??????,50??,???,????
??,????,??,?????,122076,???,???,?????,2022-06-11,16,??????,??????,70???,???,????
??,????,??,?????,122076,???,???,?????,2022-08-02,08,??????,??????,20??,???,????
??,????,??,?????,122076,???,???,?????,2022-09-09,07,??????,??????,10??,???,????
??,????,??,?????,122076,???,???,?????,2022-09-12,08,??????,??????,10??,???,????
??,????,??,?????,122076,???,???,??????,2022-03-14,17,??????????,??????,40??,???,????
??,????,??,?????,122076,???,???,??????,2022-03-15,05,???,???,10??,???,????
??,????,??,?????,122076,???,???,??????,2022-03-18,15,??????????,??????,10??,???,????
??,????,??,?????,122076,???,???,??,2021-12-25,17,??????,??????,30??,???,????
??,????,??,?????,122076,???,???,??,2022-04-02,19,?????,???,20??,???,????
??,????,??,?????,122076,???,???,??,2022-04-16,17,???,???,30??,???,????
??,????,??,?????,122076,???,???,??,2022-09-28,23,???????????????????,???,20??,???,????
??,????,??,?????,122076,???,???,???????,2022-09-11,17,???????????????????,??????,20??,???,????
??,????,??,?????,122076,???,???,???????,2022-11-13,22,?????,???,20??,???,????
??,????,??,?????,122076,???,???,???????,2022-08-11,09,???,??????,40??,???,????
??,????,??,?????,122076,???,???,???????,2022-08-20,14,?????,??????,10???,???,????
??,????,??,?????,122076,???,???,???????,2022-05-02,14,???,??????,70???,???,????
??,????,??,?????,122076,???,???,???????,2022-11-01,13,???????????????????,??????,70???,???,????
??,????,??,?????,122076,???,???,??????,2022-04-30,06,?????,???,40??,???,????
??,????,??,?????,122076,???,???,??????,2022-07-06,23,???,??????,10??,???,????
??,????,??,?????,122076,???,???,??????,2022-02-09,21,???????????????????,??????,30??,???,????
??,????,??,?????,122076,???,???,??????,2022-08-01,12,?????,???,40??,???,????
??,????,??,?????,122076,???,???,??????,2022-07-03,11,???????????????????,??????,20??,???,????
??,????,??,?????,122076,???,???,??????,2022-07-04,16,???????????????????,???,50??,???,????
??,????,??,????,122084,???,???,????,2022-01-23,22,???????????????????,??????,10??,???,????
??,????,??,????,122084,???,???,????,2022-06-02,12,?????,???,30??,???,????
??,????,??,????,122084,???,???,???,2022-09-27,19,?????,??????,50??,???,????
??,????,??,????,122084,???,???,????,2022-01-04,22,??????????,??????,10??,???,????
??,????,??,????,122084,???,???,????,2022-06-29,18,??????,??????,20??,???,????
??,????,??,????,122084,???,???,????,2022-08-10,16,?????,???,30??,???,????
??,????,??,????,122084,???,???,????,2022-08-10,16,?????,??????,10??,???,????
??,????,??,????,122084,???,???,????,2022-08-18,08,?????,??????,10??,???,????
??,????,??,????,122084,???,???,????,2022-09-03,15,???,??????,10??,???,????
??,????,??,????,122084,???,???,??????,2021-12-20,13,??????,??????,10??,???,????
??,????,??,????,122084,???,???,??????,2022-01-23,21,???????????????????,??????,10??,???,????
??,????,??,????,122084,???,???,??????,2022-02-27,17,?????,???,10??,???,????
??,????,??,??????,122084,???,???,??,2022-02-14,16,?????,???,10??,???,????
??,????,??,??????,122084,???,???,?????,2022-07-09,07,?????,???,10??,???,????
??,????,??,??????,122084,???,???,?????,2022-07-09,14,???,???,70???,???,????
??,????,??,??????,122084,???,???,?????,2022-05-14,22,?????,??????,40??,???,????
??,????,??,??????,122084,???,???,?????,2022-11-01,07,?????,???,10??,???,????
??,????,??,??????,122084,???,???,??,2022-06-29,05,??????,??????,10??,???,????
??,????,??,??????,122084,???,???,??,2022-08-06,08,???????????????????,??????,10??,???,????
??,????,??,??????,122084,???,???,??,2022-08-29,09,???,??????,70???,???,????
??,????,??,??????,122084,???,???,??,2022-10-20,06,??????,??????,10??,???,????
??,????,??,??????,122084,???,???,??,2022-11-04,07,??????,??????,20??,???,????
??,????,??,??????,122084,???,???,??,2022-12-17,06,???,???,10??,???,????
??,????,??,??????,122084,???,???,???,2022-02-15,05,???????????????????,??????,40??,???,????
??,????,??,??????,122084,???,???,???,2022-04-24,22,?????,???,10??,???,????
??,????,??,??????,122084,???,???,???,2022-11-08,06,???,??????,20??,???,????
??,????,??,??????,122084,???,???,???,2022-12-08,16,???,??????,70???,???,????
??,????,??,??????,122084,???,???,????,2022-07-24,15,???????????????????,??????,30??,???,????
??,????,??,??????,122084,???,???,???,2022-01-07,23,???,??????,???????????,???????????,????
??,????,??,??????,122084,???,???,???,2022-03-07,02,???????????????????,???,30??,???,????
??,????,??,??????,122084,???,???,???,2022-03-23,16,???,??????,10??,???,????
??,????,??,??????,122084,???,???,???,2022-05-02,14,???????????????????,??????,10??,???,????
??,????,??,??????,122084,???,???,???,2022-06-29,20,??????,??????,10??,???,????
??,????,??,??????,122084,???,???,???,2022-09-01,12,???,??????,10??,???,????
??,????,??,??????,122084,???,???,???,2022-09-14,17,??????,??????,10??,???,????
??,????,??,??????,122084,???,???,???,2022-09-19,23,?????,???,60-64?,???,????
??,????,??,??????,122084,???,???,???,2022-12-01,08,??????,??????,10??,???,????
??,????,??,??????,122084,???,???,???,2022-12-10,15,???,??????,20??,???,????
??,????,??,??????,122084,???,???,????,2022-08-30,01,?????,???,10??,???,????
??,????,??,??????,122084,???,???,??,2022-02-04,07,??????,??????,30??,???,????
??,????,??,??????,122084,???,???,??,2022-03-01,11,???????????????????,??????,20??,???,????
??,????,??,??????,122084,???,???,??,2022-09-30,18,??????,??????,20??,???,????
??,????,??,??????,122084,???,???,??,2022-12-11,07,???????????????????,??????,10??,???,????
??,????,??,??????,122084,???,???,??,2022-02-26,13,???,???,10??,???,????
??,????,??,??????,122084,???,???,??,2022-10-16,15,???,??????,10??,???,????
??,????,??,??????,122084,???,???,??,2022-11-06,13,???,??????,10??,???,????
??,????,??,??????,122084,???,???,???,2022-02-23,13,??????,??????,50??,???,????
??,????,??,??????,122084,???,???,???,2022-04-14,19,???????????????????,???,30??,???,????
??,????,??,??????,122084,???,???,???,2022-04-22,20,???????????????????,??????,10??,???,????
??,????,??,??????,122084,???,???,???,2022-06-14,15,???????????????????,??????,40??,???,????
??,????,??,??????,122084,???,???,???,2022-06-25,11,??????,??????,50??,???,????
??,????,??,??????,122084,???,???,,2022-03-11,17,??????,??????,40??,???,????
??,????,??,??????,122084,???,???,,2022-04-08,07,??????,??????,10??,???,????
??,????,??,??????,122084,???,???,,2022-09-03,09,??????,??????,20??,???,????
??,????,??,??????,122084,???,???,,2022-09-09,08,??????,??????,30??,???,????
??,????,??,??????,122084,???,???,,2022-12-21,07,?????,??????,40??,???,????
??,????,??,??????,122084,???,???,??????,2022-01-03,15,???,??????,10??,???,????
??,????,??,??????,122084,???,???,??????,2022-01-08,19,???,???,40??,???,????
